TransactionID,TransactionTime,TransactionAmount,CardHash,CardType,CardNetwork,IssuingBank,DeviceType,DeviceHash,IPAddress,EmailDomain,Browser,OSType,ScreenResolution,Latitude,Longitude,IsProxy,ProductCategory,MerchantID,MerchantCategory,TransactionCountry,IsFraud,FraudProbability,ProcessingTime
6550,2023-01-03 08:07:00,92.61,card_000196,mastercard,Visa,US Bank,desktop,dev_04917,221.148.96.55,yahoo.com,Edge,Android,2560x1440,-78.498837,161.731487,True,Digital Content,merchant_07146,healthcare,SG,False,0.0522,317
3497,2023-01-03 11:42:00,17.6,card_000011,amex,Amex,Deutsche Bank,tablet,dev_02737,169.44.243.7,hotmail.com,Firefox,Windows,1440x900,74.743796,-13.353232,False,Home & Garden,merchant_00358,healthcare,IN,False,0.1294,474
8899,2023-01-03 13:38:00,31.7,card_000076,amex,Discover,Capital One,tablet,dev_02977,179.99.134.40,hotmail.com,Firefox,Android,1024x768,17.043978,116.250604,True,Beauty,merchant_00795,dining,CA,False,0.1064,307
268,2023-01-03 15:29:00,8.53,card_000100,debit,Discover,BoA,tablet,dev_04245,118.161.4.6,yahoo.com,Edge,Linux,1920x1080,-47.764425,-36.24627,False,Toys,merchant_04254,entertainment,IN,False,0.0305,184
5620,2023-01-03 15:33:00,34.01,card_000154,debit,Visa,Capital One,mobile,dev_03973,244.239.43.233,hotmail.com,Opera,Android,1440x900,-80.211284,46.130876,True,Home & Garden,merchant_01975,healthcare,IN,False,0.0833,112
9104,2023-01-03 16:42:00,64.17,card_000119,debit,Visa,Wells Fargo,tablet,dev_01998,201.60.5.218,yahoo.com,Edge,Linux,1024x768,49.726564,-25.354129,False,Beauty,merchant_01237,online_retail,SG,False,0.1261,465
3053,2023-01-03 17:06:00,58.56,card_000040,credit,Discover,Discover,tablet,dev_00403,222.120.119.109,outlook.com,Edge,iOS,2560x1440,-52.846404,75.897811,False,Sports,merchant_01555,grocery,KR,False,0.1464,426
1596,2023-01-03 18:39:00,20.45,card_000066,amex,Discover,BoA,mobile,dev_00215,247.110.133.229,gmail.com,Safari,iOS,2560x1440,4.136673,-138.777769,False,Beauty,merchant_07080,streaming,FR,False,0.0802,50
8079,2023-01-03 18:39:00,66.17,card_000011,debit,Discover,BoA,desktop,dev_01815,47.134.129.71,hotmail.com,Safari,macOS,1024x768,-43.243124,109.355164,True,Sports,merchant_09245,travel,BR,False,0.0811,52
2006,2023-01-03 18:50:00,148.92,card_000081,amex,Mastercard,Chase,desktop,dev_00051,161.247.245.187,gmail.com,Firefox,Windows,2560x1440,65.149936,-2.983474,True,Electronics,merchant_09754,insurance,GB,False,0.0255,121
5486,2023-01-03 21:07:00,40.58,card_000064,visa,Visa,HSBC,tablet,dev_02609,214.57.72.109,company.com,IE,iOS,2560x1440,-45.700337,-78.517184,True,Services,merchant_07568,gift_cards,JP,False,0.187,63
8587,2023-01-03 21:20:00,627.64,card_000174,debit,Visa,Citibank,mobile,dev_03389,196.193.99.107,hotmail.com,Chrome,Windows,1920x1080,5.069802,-169.496471,False,Sports,merchant_07488,streaming,IN,False,0.1158,226
9783,2023-01-03 23:01:00,9156.35,card_000042,amex,Discover,HSBC,desktop,dev_00340,147.166.164.133,disposable.com,Firefox,Linux,1366x768,25.944125,-173.464441,True,Gift Cards,merchant_00913,cryptocurrency,AU,True,0.7515,969
4505,2023-01-03 23:22:00,14.67,card_000137,amex,Amex,US Bank,tablet,dev_03752,105.91.0.217,company.com,Firefox,Android,1024x768,-46.580386,23.507951,False,Food & Grocery,merchant_03472,online_retail,US,False,0.1132,397
9497,2023-01-03 23:35:00,712.36,card_000142,amex,Visa,Citibank,tablet,dev_03256,168.22.117.49,outlook.com,Chrome,iOS,2560x1440,-33.941148,47.799329,False,Services,merchant_05070,entertainment,CN,False,0.1244,137
317,2023-01-03 23:36:00,334.68,card_000084,credit,Visa,BoA,desktop,dev_01460,42.145.90.233,company.com,Safari,Windows,1920x1080,10.918817,37.25556,False,Toys,merchant_06038,healthcare,JP,False,0.1353,469
3495,2023-01-03 23:52:00,53.8,card_000181,amex,Visa,Chase,mobile,dev_02528,17.24.14.76,hotmail.com,Opera,macOS,1366x768,-31.814778,139.531936,True,Beauty,merchant_05644,electronics,CA,False,0.134,295
2960,2023-01-04 00:42:00,420.02,card_000169,mastercard,Mastercard,Citibank,desktop,dev_02937,146.137.43.124,company.com,IE,iOS,1024x768,-21.519999,-159.654735,False,Electronics,merchant_01851,dating_apps,IN,False,0.1355,95
8830,2023-01-04 00:54:00,50.49,card_000188,debit,Discover,BoA,mobile,dev_01763,69.57.82.170,gmail.com,IE,Android,1920x1080,3.472731,-101.848164,True,Home & Garden,merchant_08859,electronics,SG,False,0.1058,164
5245,2023-01-04 02:02:00,4.8,card_000018,visa,Discover,HSBC,tablet,dev_04670,60.254.23.99,company.com,Edge,macOS,2560x1440,-11.74642,-104.563534,True,Clothing,merchant_07635,dating_apps,IN,False,0.0076,135
9241,2023-01-04 02:46:00,4.95,card_000152,visa,Amex,Deutsche Bank,desktop,dev_02147,49.206.137.199,gmail.com,Edge,Linux,1024x768,-47.509548,28.819317,True,Toys,merchant_04307,insurance,GB,False,0.0803,210
3115,2023-01-04 04:41:00,5.09,card_000109,credit,Discover,Chase,tablet,dev_03118,65.60.155.156,hotmail.com,Firefox,macOS,2560x1440,80.688357,98.460997,False,Books,merchant_00328,electronics,KR,False,0.1925,234
1558,2023-01-04 04:44:00,443.85,card_000156,credit,Mastercard,US Bank,tablet,dev_02836,226.28.87.161,company.com,Edge,iOS,2560x1440,-25.174419,-12.587283,True,Home & Garden,merchant_00778,dining,US,False,0.138,359
7625,2023-01-04 05:50:00,3.39,card_000112,credit,Visa,HSBC,desktop,dev_02871,243.246.3.157,gmail.com,Edge,Android,1920x1080,-88.258615,-118.958922,False,Food & Grocery,merchant_05921,streaming,JP,False,0.0118,318
3338,2023-01-04 07:13:00,62.12,card_000132,amex,Visa,HSBC,tablet,dev_01726,227.164.6.226,yahoo.com,Opera,Linux,1440x900,65.161165,-166.820502,False,Toys,merchant_00178,gas_station,US,False,0.0872,250
4186,2023-01-04 07:41:00,76.88,card_000029,mastercard,Amex,Discover,mobile,dev_01386,132.9.136.114,outlook.com,Opera,Windows,2560x1440,25.302919,-58.248083,False,Books,merchant_03472,dating_apps,SG,False,0.0087,77
3022,2023-01-04 08:24:00,53.17,card_000105,debit,Visa,HSBC,mobile,dev_03134,222.101.84.201,outlook.com,Edge,macOS,1920x1080,-65.449793,93.259947,True,Sports,merchant_04038,electronics,RU,False,0.1859,81
897,2023-01-04 09:38:00,7.47,card_000170,debit,Discover,Discover,desktop,dev_04168,79.150.205.214,yahoo.com,Safari,Android,1366x768,46.85908,80.068098,True,Food & Grocery,merchant_02436,streaming,GB,False,0.0015,68
7620,2023-01-04 09:42:00,392.15,card_000067,credit,Amex,Deutsche Bank,desktop,dev_02217,114.224.90.68,yahoo.com,Chrome,Windows,1920x1080,-20.530863,97.274384,True,Food & Grocery,merchant_00014,cryptocurrency,GB,False,0.1979,363
1955,2023-01-04 10:27:00,77.15,card_000120,credit,Amex,Capital One,tablet,dev_03636,159.100.80.250,outlook.com,Chrome,Windows,1920x1080,29.351349,9.628378,False,Sports,merchant_01570,utilities,BR,False,0.0192,396
2322,2023-01-04 10:39:00,5.94,card_000153,mastercard,Mastercard,Discover,desktop,dev_01337,36.122.212.120,gmail.com,Firefox,iOS,1440x900,67.533698,-55.019938,True,Sports,merchant_02011,dating_apps,AU,False,0.1124,363
5183,2023-01-04 12:21:00,84.4,card_000150,debit,Mastercard,Discover,mobile,dev_04531,66.242.214.38,gmail.com,Chrome,Android,1024x768,6.391396,178.226358,False,Digital Content,merchant_02325,healthcare,SG,False,0.0284,292
2301,2023-01-04 12:37:00,342.44,card_000042,mastercard,Visa,Wells Fargo,tablet,dev_02848,80.126.36.202,yahoo.com,Opera,Windows,1440x900,15.96451,-99.540448,False,Beauty,merchant_04468,healthcare,BR,False,0.1694,114
3387,2023-01-04 12:37:00,23.73,card_000059,amex,Mastercard,American Express,desktop,dev_03597,194.187.224.67,outlook.com,Edge,iOS,1920x1080,-62.122211,-53.816342,False,Beauty,merchant_00435,gas_station,AU,False,0.1584,409
3866,2023-01-04 14:16:00,22.16,card_000082,mastercard,Mastercard,BoA,mobile,dev_02145,209.99.122.189,outlook.com,Chrome,macOS,1920x1080,-72.796433,-105.375368,False,Food & Grocery,merchant_05080,gift_cards,GB,False,0.0696,469
9389,2023-01-04 14:52:00,549.69,card_000164,debit,Amex,Citibank,tablet,dev_01113,225.122.49.181,yahoo.com,Safari,Windows,1366x768,-30.015604,130.007475,True,Clothing,merchant_03497,gift_cards,IN,False,0.1717,264
7149,2023-01-04 15:02:00,197.79,card_000068,visa,Amex,Citibank,mobile,dev_00434,94.216.223.210,yahoo.com,Safari,macOS,1366x768,-42.705076,7.31977,False,Sports,merchant_01106,utilities,NG,False,0.1473,300
4108,2023-01-04 15:06:00,46.9,card_000053,mastercard,Amex,American Express,tablet,dev_02863,69.159.220.184,company.com,Firefox,Windows,1440x900,-17.844617,-58.723724,False,Digital Content,merchant_09134,dating_apps,FR,False,0.1275,76
5783,2023-01-04 15:11:00,79.55,card_000177,visa,Mastercard,Discover,mobile,dev_00375,54.169.168.139,hotmail.com,Firefox,iOS,2560x1440,2.909946,15.980368,False,Home & Garden,merchant_04683,electronics,BR,False,0.0391,208
4011,2023-01-04 15:59:00,121.68,card_000095,amex,Visa,American Express,desktop,dev_04792,250.139.212.49,hotmail.com,Firefox,Linux,2560x1440,-28.452561,10.657747,True,Toys,merchant_01790,gas_station,JP,False,0.0774,288
1781,2023-01-04 17:50:00,36.28,card_000102,credit,Mastercard,BoA,desktop,dev_02263,137.9.121.10,hotmail.com,Safari,Linux,1024x768,-85.386195,152.909091,True,Services,merchant_07715,electronics,KR,False,0.1704,328
5275,2023-01-04 19:55:00,24.95,card_000100,debit,Amex,HSBC,desktop,dev_00262,184.149.8.103,yahoo.com,Edge,macOS,1366x768,-52.632904,38.541696,False,Electronics,merchant_09104,utilities,RU,False,0.1464,55
6069,2023-01-04 20:23:00,3.39,card_000013,visa,Mastercard,Discover,tablet,dev_01121,23.172.178.23,yahoo.com,Opera,iOS,1024x768,83.842472,57.755343,True,Clothing,merchant_01147,hotel,IN,False,0.1564,125
3772,2023-01-04 20:38:00,16.85,card_000100,mastercard,Visa,Discover,mobile,dev_01441,141.240.109.253,yahoo.com,Firefox,Linux,1920x1080,-73.853122,140.429941,False,Food & Grocery,merchant_01913,entertainment,CA,False,0.1931,256
9975,2023-01-04 21:22:00,597.68,card_000079,debit,Amex,Deutsche Bank,mobile,dev_00901,186.138.202.110,gmail.com,Firefox,iOS,1920x1080,7.464155,-16.46585,False,Gift Cards,merchant_08433,cryptocurrency,BR,True,0.6694,478
172,2023-01-04 21:24:00,232.12,card_000068,credit,Visa,Capital One,desktop,dev_02228,135.32.134.39,outlook.com,Edge,Linux,1440x900,42.814038,7.26052,True,Food & Grocery,merchant_09287,entertainment,FR,False,0.0854,130
3917,2023-01-04 21:46:00,170.95,card_000181,mastercard,Amex,Discover,mobile,dev_04813,173.235.95.99,gmail.com,IE,iOS,1440x900,-89.376406,-9.13985,False,Food & Grocery,merchant_08998,hotel,KR,False,0.0401,382
7957,2023-01-04 21:59:00,72.94,card_000199,mastercard,Amex,Capital One,mobile,dev_00938,6.189.152.53,gmail.com,IE,Windows,1440x900,4.882889,-178.658052,True,Home & Garden,merchant_09464,streaming,DE,False,0.0871,249
4585,2023-01-04 22:45:00,24.86,card_000166,debit,Mastercard,HSBC,desktop,dev_00262,15.73.34.111,outlook.com,IE,Windows,1366x768,-59.06916,-126.659246,True,Home & Garden,merchant_02539,healthcare,AU,False,0.0375,350
4584,2023-01-05 01:04:00,105.26,card_000059,visa,Visa,Deutsche Bank,mobile,dev_03145,234.88.175.82,outlook.com,Chrome,iOS,1440x900,55.843103,-78.166203,True,Toys,merchant_04185,electronics,IN,False,0.0069,328
4608,2023-01-05 03:12:00,40.13,card_000134,mastercard,Discover,Wells Fargo,desktop,dev_00252,131.65.110.110,gmail.com,Chrome,Linux,1366x768,85.314639,28.57905,False,Home & Garden,merchant_03789,dating_apps,FR,False,0.0655,128
8509,2023-01-05 03:38:00,24.47,card_000092,amex,Mastercard,HSBC,mobile,dev_03104,151.136.139.172,yahoo.com,Opera,Windows,1920x1080,-55.953528,69.768818,True,Sports,merchant_04946,utilities,AU,False,0.1984,97
9116,2023-01-05 03:57:00,36.82,card_000168,amex,Visa,US Bank,desktop,dev_02521,52.67.9.97,yahoo.com,Chrome,Linux,1024x768,75.912284,-102.387475,False,Beauty,merchant_06844,online_retail,GB,False,0.0925,405
4507,2023-01-05 04:07:00,33.5,card_000089,amex,Amex,Chase,mobile,dev_04445,47.7.47.5,gmail.com,Chrome,macOS,2560x1440,-2.097165,-22.427998,True,Services,merchant_00646,grocery,NG,False,0.0056,489
